t_id,s_id,latitude,longitude,street,city,zipcode,model
S22-T2,S22,48.841529,2.298576,170 RUE LECOURBE,Paris,75015,E/F
S47-T1,S47,48.820007,2.365661,107 BOULEVARD MASSENA,Paris,75013,"CHAdeMO, Combo, T3, E/F, T2"
S82-T3,S82,48.889011,2.371768,39 RUE RIQUET,Paris,75019,"T2, Combo, CHAdeMO, T3, E/F"
S59-T3,S59,48.883282,2.286938,2 AV DE LA PORTE DE VILLIERS,Paris,75017,"E/F, T3, CHAdeMO, Combo, T2"
S23-T3,S23,48.86535800000001,2.377938800000038,94 Rue Saint-Maur,Paris,75011,"T3, E/F, CHAdeMO, T2, Combo"
S87-T3,S87,48.865097,2.36554,27 BOULEVARD DU TEMPLE,Paris,75003,"T3, E/F, Combo, CHAdeMO, T2"
S1-T1,S1,48.855667,2.354089,4 PLACE SAINT GERVAIS,Paris,75004,"T3, E/F, CHAdeMO, Combo, T2"
S58-T2,S58,48.879654,2.302442,83 RUE DE COURCELLES,Paris,75017,E/F
S81-T1,S81,48.891102,2.327102,60 AVENUE DE SAINT OUEN,Paris,75018,"T3, Combo, CHAdeMO, T2, E/F"
S81-T3,S81,48.891102,2.327102,60 AVENUE DE SAINT OUEN,Paris,75018,"CHAdeMO, E/F, Combo, T3, T2"
S47-T3,S47,48.820007,2.365661,107 BOULEVARD MASSENA,Paris,75013,"T2, E/F, Combo, T3, CHAdeMO"
S57-T3,S57,48.885689,2.297463,4 AV GOURGAUD,Paris,75017,"T2, CHAdeMO, T3, Combo, E/F"
S42-T3,S42,48.875854,2.309542,2 RUE LOUIS MURAT,Paris,75008,"Combo, T3, E/F, T2, CHAdeMO"
S87-T1,S87,48.865097,2.36554,27 BOULEVARD DU TEMPLE,Paris,75003,"E/F, CHAdeMO, T2, Combo, T3"
S82-T1,S82,48.889011,2.371768,39 RUE RIQUET,Paris,75019,"T2, T3, CHAdeMO, Combo, E/F"
S59-T2,S59,48.883282,2.286938,2 AV DE LA PORTE DE VILLIERS,Paris,75017,E/F
S62-T1,S62,48.880698,2.321369,72 RUE DE ROME,Paris,75008,"Combo, CHAdeMO, T3, E/F, T2"
S41-T1,S41,48.86937,2.303269,55 RUE PIERRE CHARRON,Paris,75008,"T2, E/F, CHAdeMO, T3, Combo"
S85-T2,S85,48.872192,2.377671,6 RUE DE BELLEVILLE,Paris,75020,E/F
S85-T3,S85,48.872192,2.377671,6 RUE DE BELLEVILLE,Paris,75020,"E/F, T2, Combo, CHAdeMO, T3"
S1-T3,S1,48.855667,2.354089,4 PLACE SAINT GERVAIS,Paris,75004,"E/F, CHAdeMO, T2, T3, Combo"
S14-T2,S14,48.840977,2.317465,43 BOULEVARD DE VAUGIRARD,Paris,75015,E/F
S14-T1,S14,48.840977,2.317465,43 BOULEVARD DE VAUGIRARD,Paris,75015,"E/F, CHAdeMO, T3, Combo, T2"
S33-T2,S33,48.8524588,2.3414834000000155,7 RUE DANTON,Paris,75006,E/F
S87-T2,S87,48.865097,2.36554,27 BOULEVARD DU TEMPLE,Paris,75003,E/F
S65-T2,S65,48.84824,2.339865,11 RUE DE MEDICIS,Paris,75006,E/F
S92-T2,S92,48.841663,2.286931,99 Rue de la Convention,Paris,75015,E/F
S19-T2,S19,48.877409,2.392178,27 RUE DE CRIMEE,Paris,75019,E/F
S62-T2,S62,48.880698,2.321369,72 RUE DE ROME,Paris,75008,E/F
S23-T2,S23,48.86535800000001,2.377938800000038,94 Rue Saint-Maur,Paris,75011,E/F
S81-T2,S81,48.891102,2.327102,60 AVENUE DE SAINT OUEN,Paris,75018,E/F
S41-T2,S41,48.86937,2.303269,55 RUE PIERRE CHARRON,Paris,75008,E/F
S7-T2,S7,48.8534452,2.3868801999999505,206 Boulevard Voltaire,Paris,75011,E/F
S57-T2,S57,48.885689,2.297463,4 AV GOURGAUD,Paris,75017,E/F
S47-T2,S47,48.820007,2.365661,107 BOULEVARD MASSENA,Paris,75013,E/F
S42-T2,S42,48.875854,2.309542,2 RUE LOUIS MURAT,Paris,75008,E/F
